van_ban,loai_heading,tieu_de,noi_dung
LuatBHXH2024.docx,luat - Điều 96 của Luật Hôn nhân và gia đình.,Điều 96 của Luật Hôn nhân và gia đình.,"8. Trường hợp các giấy tờ quy định tại các khoản 1, 2, 3, 4, 5, 6 và 7 Điều này hoặc các giấy tờ có nội dung tương tự do cơ quan, tổ chức, cá nhân có thẩm quyền của nước ngoài cấp thì phải đáp ứng được các yêu cầu sau đây:
a) Có bản dịch tiếng Việt được công chứng hoặc chứng thực theo quy định của pháp luật về công chứng, chứng thực;
b) Được hợp pháp hóa lãnh sự, trừ trường hợp điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên có quy định khác.
9. Bộ trưởng Bộ Y tế quy định mẫu, trình tự, thẩm quyền cấp các giấy tờ trong hồ sơ quy định tại các điểm a, c và d khoản 1 Điều này do các cơ sở khám bệnh, chữa bệnh cấp và quy định giấy tờ thay thế trong trường hợp bất khả kháng do thiên tai, thảm họa, dịch bệnh."
LuatBHXH2024.docx,luat - Điều 62. Giải quyết hưởng chế độ thai sản đối với người tham gia bảo hiểm xã hội bắt buộc,Điều 62. Giải quyết hưởng chế độ thai sản đối với người tham gia bảo hiểm xã hội bắt buộc,1. Người lao động có trách nhiệm nộp hồ sơ quy định tại
LuatBHXH2024.docx,luat - Điều 61 của Luật này cho người sử dụng lao động. Thời hạn nộp hồ sơ chậm nhất là 45 ngày kể từ ngày hết thời gian nghỉ việc hưởng chế độ thai sản.,Điều 61 của Luật này cho người sử dụng lao động. Thời hạn nộp hồ sơ chậm nhất là 45 ngày kể từ ngày hết thời gian nghỉ việc hưởng chế độ thai sản.,"Trong thời hạn 07 ngày làm việc kể từ ngày nhận đủ hồ sơ từ người lao động, người sử dụng lao động có trách nhiệm lập danh sách người lao động nghỉ việc hưởng chế độ thai sản kèm theo hồ sơ quy định tại"
LuatBHXH2024.docx,luat - Điều 61 của Luật này nộp cho cơ quan bảo hiểm xã hội.,Điều 61 của Luật này nộp cho cơ quan bảo hiểm xã hội.,2. Người lao động nộp hồ sơ quy định tại
LuatBHXH2024.docx,"luat - Điều 61 của Luật này cho cơ quan bảo hiểm xã hội trong trường hợp thôi việc trước thời điểm sinh con, nhận con khi nhờ mang thai hộ, nhận nuôi con nuôi dưới 06 tháng tuổi hoặc không còn người sử dụng lao động.","Điều 61 của Luật này cho cơ quan bảo hiểm xã hội trong trường hợp thôi việc trước thời điểm sinh con, nhận con khi nhờ mang thai hộ, nhận nuôi con nuôi dưới 06 tháng tuổi hoặc không còn người sử dụng lao động.","3. Cơ quan bảo hiểm xã hội có trách nhiệm giải quyết trong thời hạn 07 ngày làm việc kể từ ngày nhận đủ hồ sơ từ người sử dụng lao động, 05 ngày làm việc kể từ ngày nhận đủ hồ sơ từ người lao động; trường hợp không giải quyết thì phải trả lời bằng văn bản và nêu rõ lý do."
LuatBHXH2024.docx,"luat - Điều 63. Giải quyết hưởng trợ cấp dưỡng sức, phục hồi sức khoẻ sau thai sản","Điều 63. Giải quyết hưởng trợ cấp dưỡng sức, phục hồi sức khoẻ sau thai sản","1. Trong thời hạn 07 ngày làm việc kể từ ngày người lao động nghỉ việc hưởng trợ cấp dưỡng sức, phục hồi sức khỏe sau thai sản, người sử dụng lao động lập danh sách người lao động nghỉ việc hưởng trợ cấp dưỡng sức, phục hồi sức khỏe sau thai sản và nộp cho cơ quan bảo hiểm xã hội.
2. Trong thời hạn 07 ngày làm việc kể từ ngày nhận danh sách theo quy định, cơ quan bảo hiểm xã hội có trách nhiệm giải quyết; trường hợp không giải quyết thì phải trả lời bằng văn bản và nêu rõ lý do.
Mục 3. CHẾ ĐỘ HƯU TRÍ"
LuatBHXH2024.docx,luat - Điều 64. Đối tượng và điều kiện hưởng lương hưu,Điều 64. Đối tượng và điều kiện hưởng lương hưu,"1. Đối tượng quy định tại các điểm a, b, c, g, h, i, k, l, m và n khoản 1 và khoản 2"
LuatBHXH2024.docx,luat - Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên thì được hưởng lương hưu nếu thuộc một trong các trường hợp sau đây:,Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên thì được hưởng lương hưu nếu thuộc một trong các trường hợp sau đây:,a) Đủ tuổi nghỉ hưu theo quy định tại khoản 2
LuatBHXH2024.docx,luat - Điều 169 của Bộ luật Lao động;,Điều 169 của Bộ luật Lao động;,b) Đủ tuổi nghỉ hưu theo quy định tại khoản 3
LuatBHXH2024.docx,"luat - Điều 169 của Bộ luật Lao động và có tổng thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên khi làm nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành hoặc làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn bao gồm cả thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên trước ngày 01 tháng 01 năm 2021;","Điều 169 của Bộ luật Lao động và có tổng thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên khi làm nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành hoặc làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn bao gồm cả thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên trước ngày 01 tháng 01 năm 2021;",c) Có tuổi thấp hơn tối đa 10 tuổi so với tuổi quy định tại khoản 2
LuatBHXH2024.docx,luat - Điều 169 của Bộ luật Lao động và có từ đủ 15 năm trở lên làm công việc khai thác than trong hầm lò theo quy định của Chính phủ;,Điều 169 của Bộ luật Lao động và có từ đủ 15 năm trở lên làm công việc khai thác than trong hầm lò theo quy định của Chính phủ;,"d) Người bị nhiễm HIV/AIDS do tai nạn rủi ro nghề nghiệp trong khi thực hiện nhiệm vụ được giao.
2. Đối tượng quy định tại các điểm d, đ và e khoản 1"
LuatBHXH2024.docx,luat - Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên thì được hưởng lương hưu nếu thuộc một trong các trường hợp sau đây:,Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên thì được hưởng lương hưu nếu thuộc một trong các trường hợp sau đây:,a) Có tuổi thấp hơn tối đa 05 tuổi so với tuổi quy định tại khoản 2
LuatBHXH2024.docx,"luat - Điều 169 của Bộ luật Lao động, trừ trường hợp Luật Sĩ quan Quân đội nhân dân Việt Nam, Luật Công an nhân dân, Luật Cơ yếu, Luật Quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng có quy định khác;","Điều 169 của Bộ luật Lao động, trừ trường hợp Luật Sĩ quan Quân đội nhân dân Việt Nam, Luật Công an nhân dân, Luật Cơ yếu, Luật Quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng có quy định khác;",b) Có tuổi thấp hơn tối đa 10 tuổi so với tuổi quy định tại khoản 2
LuatBHXH2024.docx,"luat - Điều 169 của Bộ luật Lao động và có tổng thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên khi làm nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành hoặc làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn bao gồm cả thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên trước ngày 01 tháng 01 năm 2021;","Điều 169 của Bộ luật Lao động và có tổng thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên khi làm nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành hoặc làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn bao gồm cả thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên trước ngày 01 tháng 01 năm 2021;","c) Người bị nhiễm HIV/AIDS do tai nạn rủi ro nghề nghiệp trong khi thực hiện nhiệm vụ được giao.
3. Chính phủ quy định việc hưởng lương hưu đối với trường hợp không xác định được ngày, tháng sinh hoặc mất hồ sơ và các trường hợp đặc biệt khác."
LuatBHXH2024.docx,luat - Điều 65. Đối tượng và điều kiện hưởng lương hưu khi suy giảm khả năng lao động,Điều 65. Đối tượng và điều kiện hưởng lương hưu khi suy giảm khả năng lao động,"1. Đối tượng quy định tại các điểm a, b, c, g, h, i, k, l, m và n khoản 1 và khoản 2"
LuatBHXH2024.docx,"luat - Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 20 năm trở lên thì được hưởng lương hưu với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại các điểm a, b và c khoản 1 Điều 64 của Luật này nếu thuộc một trong các trường hợp sau đây:","Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 20 năm trở lên thì được hưởng lương hưu với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại các điểm a, b và c khoản 1 Điều 64 của Luật này nếu thuộc một trong các trường hợp sau đây:",a) Có tuổi thấp hơn tối đa 05 tuổi so với tuổi quy định tại điểm a khoản 1
LuatBHXH2024.docx,luat - Điều 64 của Luật này và bị suy giảm khả năng lao động từ 61% đến dưới 81%;,Điều 64 của Luật này và bị suy giảm khả năng lao động từ 61% đến dưới 81%;,b) Có tuổi thấp hơn tối đa 10 tuổi so với tuổi quy định tại điểm a khoản 1
LuatBHXH2024.docx,luat - Điều 64 của Luật này và bị suy giảm khả năng lao động từ 81% trở lên;,Điều 64 của Luật này và bị suy giảm khả năng lao động từ 81% trở lên;,"c) Có từ đủ 15 năm trở lên làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành và bị suy giảm khả năng lao động từ 61% trở lên.
2. Đối tượng quy định tại các điểm d, đ và e khoản 1"
LuatBHXH2024.docx,"luat - Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 20 năm trở lên, bị suy giảm khả năng lao động từ 61% trở lên thì được hưởng lương hưu với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại điểm a và điểm b khoản 2 Điều 64 của Luật này nếu thuộc một trong các trường hợp sau đây:","Điều 2 của Luật này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 20 năm trở lên, bị suy giảm khả năng lao động từ 61% trở lên thì được hưởng lương hưu với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại điểm a và điểm b khoản 2 Điều 64 của Luật này nếu thuộc một trong các trường hợp sau đây:",a) Có tuổi thấp hơn tối đa 10 tuổi so với tuổi quy định tại điểm a khoản 1
LuatBHXH2024.docx,luat - Điều 64 của Luật này;,Điều 64 của Luật này;,"b) Có từ đủ 15 năm trở lên làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành."
LuatBHXH2024.docx,luat - Điều 66. Mức lương hưu hằng tháng,Điều 66. Mức lương hưu hằng tháng,1. Mức lương hưu hằng tháng của đối tượng đủ điều kiện quy định tại
LuatBHXH2024.docx,luat - Điều 64 của Luật này được tính như sau:,Điều 64 của Luật này được tính như sau:,a) Đối với lao động nữ bằng 45% mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội quy định tại
LuatBHXH2024.docx,"luat - Điều 72 của Luật này tương ứng 15 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm đóng thì tính thêm 2%, mức tối đa bằng 75%;","Điều 72 của Luật này tương ứng 15 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm đóng thì tính thêm 2%, mức tối đa bằng 75%;",b) Đối với lao động nam bằng 45% mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội quy định tại
LuatBHXH2024.docx,"luat - Điều 72 của Luật này tương ứng 20 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm đóng thì tính thêm 2%, mức tối đa bằng 75%.","Điều 72 của Luật này tương ứng 20 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm đóng thì tính thêm 2%, mức tối đa bằng 75%.","Trường hợp lao động nam có thời gian đóng bảo hiểm xã hội từ đủ 15 năm đến dưới 20 năm, mức lương hưu hằng tháng bằng 40% mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội quy định tại"
LuatBHXH2024.docx,"luat - Điều 72 của Luật này tương ứng 15 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm đóng thì tính thêm 1%.","Điều 72 của Luật này tương ứng 15 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm đóng thì tính thêm 1%.","2. Mức lương hưu hằng tháng của đối tượng là người lao động thuộc một số nghề, công việc đặc biệt đặc thù trong lực lượng vũ trang nhân dân do Chính phủ quy định. Nguồn kinh phí thực hiện từ ngân sách nhà nước.
3. Mức lương hưu hằng tháng của đối tượng đủ điều kiện quy định tại"
LuatBHXH2024.docx,"luat - Điều 65 của Luật này được tính như quy định tại khoản 1 Điều này, sau đó cứ mỗi năm nghỉ hưu trước tuổi quy định thì giảm 2%.","Điều 65 của Luật này được tính như quy định tại khoản 1 Điều này, sau đó cứ mỗi năm nghỉ hưu trước tuổi quy định thì giảm 2%.","Trường hợp thời gian nghỉ hưu trước tuổi dưới 06 tháng thì không giảm tỷ lệ phần trăm hưởng lương hưu, từ đủ 06 tháng đến dưới 12 tháng thì giảm 1%.
4. Việc tính mức lương hưu hằng tháng của người lao động đủ điều kiện hưởng lương hưu mà có thời gian đóng bảo hiểm xã hội theo quy định của điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên nhưng có thời gian đóng bảo hiểm xã hội ở Việt Nam dưới 15 năm thì mỗi năm đóng trong thời gian này được tính bằng 2,25% mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội quy định tại"
LuatBHXH2024.docx,luat - Điều 72 của Luật này.,Điều 72 của Luật này.,5. Chính phủ quy định chi tiết về mức hưởng và điều kiện hưởng lương hưu.
LuatBHXH2024.docx,luat - Điều 67. Điều chỉnh lương hưu,Điều 67. Điều chỉnh lương hưu,"1. Lương hưu được điều chỉnh trên cơ sở mức tăng của chỉ số giá tiêu dùng phù hợp với khả năng của ngân sách nhà nước và quỹ bảo hiểm xã hội.
2. Điều chỉnh mức tăng lương hưu thỏa đáng đối với đối tượng có mức lương hưu thấp và nghỉ hưu trước năm 1995 bảo đảm thu hẹp khoảng cách chênh lệch lương hưu giữa người nghỉ hưu ở các thời kỳ.
3. Chính phủ quy định thời điểm, đối tượng, mức điều chỉnh lương hưu quy định tại Điều này."
LuatBHXH2024.docx,luat - Điều 68. Trợ cấp một lần khi nghỉ hưu,Điều 68. Trợ cấp một lần khi nghỉ hưu,"1. Lao động nam có thời gian đóng bảo hiểm xã hội cao hơn 35 năm, lao động nữ có thời gian đóng bảo hiểm xã hội cao hơn 30 năm thì khi nghỉ hưu, ngoài lương hưu còn được hưởng trợ cấp một lần.
2. Mức hưởng trợ cấp một lần cho mỗi năm đóng cao hơn quy định tại khoản 1 Điều này bằng 0,5 lần của mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội quy định tại"
LuatBHXH2024.docx,luat - Điều 72 của Luật này cho mỗi năm đóng cao hơn đến tuổi nghỉ hưu theo quy định của pháp luật.,Điều 72 của Luật này cho mỗi năm đóng cao hơn đến tuổi nghỉ hưu theo quy định của pháp luật.,Trường hợp người lao động đã đủ điều kiện hưởng lương hưu theo quy định tại
LuatBHXH2024.docx,luat - Điều 69. Thời điểm hưởng lương hưu,Điều 69. Thời điểm hưởng lương hưu,"1. Thời điểm hưởng lương hưu đối với đối tượng quy định tại các điểm a, b, c, d, đ, e, i, k và l khoản 1 và khoản 2"
LuatBHXH2024.docx,luat - Điều 2 của Luật này đang tham gia bảo hiểm xã hội bắt buộc là thời điểm đủ điều kiện hưởng lương hưu theo quy định và được ghi trong văn bản của người sử dụng lao động xác định việc chấm dứt hợp đồng lao động hoặc xác định việc chấm dứt làm việc.,Điều 2 của Luật này đang tham gia bảo hiểm xã hội bắt buộc là thời điểm đủ điều kiện hưởng lương hưu theo quy định và được ghi trong văn bản của người sử dụng lao động xác định việc chấm dứt hợp đồng lao động hoặc xác định việc chấm dứt làm việc.,"2. Thời điểm hưởng lương hưu đối với đối tượng quy định tại các điểm g, h, m và n khoản 1"
LuatBHXH2024.docx,luat - Điều 2 của Luật này và người đang bảo lưu thời gian đóng bảo hiểm xã hội là thời điểm đủ điều kiện hưởng lương hưu theo quy định và được ghi trong văn bản đề nghị của người lao động.,Điều 2 của Luật này và người đang bảo lưu thời gian đóng bảo hiểm xã hội là thời điểm đủ điều kiện hưởng lương hưu theo quy định và được ghi trong văn bản đề nghị của người lao động.,3. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chi tiết Điều này; quy định thời điểm hưởng lương hưu đối với trường hợp quy định tại khoản 7
LuatBHXH2024.docx,luat - Điều 70. Hưởng bảo hiểm xã hội một lần,Điều 70. Hưởng bảo hiểm xã hội một lần,1. Đối tượng quy định tại khoản 1
LuatBHXH2024.docx,luat - Điều 2 của Luật này đã chấm dứt tham gia bảo hiểm xã hội mà có đề nghị thì được hưởng bảo hiểm xã hội một lần nếu thuộc một trong các trường hợp sau đây:,Điều 2 của Luật này đã chấm dứt tham gia bảo hiểm xã hội mà có đề nghị thì được hưởng bảo hiểm xã hội một lần nếu thuộc một trong các trường hợp sau đây:,"a) Đủ tuổi hưởng lương hưu mà chưa đủ 15 năm đóng bảo hiểm xã hội.
Trường hợp người lao động không hưởng bảo hiểm xã hội một lần thì có thể lựa chọn hưởng trợ cấp hằng tháng theo quy định tại"
LuatBHXH2024.docx,luat - Điều 23 của Luật này;,Điều 23 của Luật này;,"b) Ra nước ngoài để định cư;
c) Người đang mắc một trong những bệnh ung thư, bại liệt, xơ gan mất bù, lao nặng, AIDS;
d) Người có mức suy giảm khả năng lao động từ 81% trở lên; người khuyết tật đặc biệt nặng;
đ) Người lao động có thời gian đóng bảo hiểm xã hội trước ngày Luật này có hiệu lực thi hành, sau 12 tháng không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc mà cũng không tham gia bảo hiểm xã hội tự nguyện và có thời gian đóng bảo hiểm xã hội chưa đủ 20 năm;
e) Trường hợp quy định tại các điểm d, đ và e khoản 1"
LuatBHXH2024.docx,"luat - Điều 2 của Luật này khi phục viên, xuất ngũ, thôi việc không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc mà cũng không tham gia bảo hiểm xã hội tự nguyện và không đủ điều kiện để hưởng lương hưu.","Điều 2 của Luật này khi phục viên, xuất ngũ, thôi việc không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc mà cũng không tham gia bảo hiểm xã hội tự nguyện và không đủ điều kiện để hưởng lương hưu.",2. Đối tượng quy định tại khoản 2
LuatBHXH2024.docx,luat - Điều 2 của Luật này đã chấm dứt tham gia bảo hiểm xã hội mà có đề nghị thì được hưởng bảo hiểm xã hội một lần nếu thuộc một trong các trường hợp sau đây:,Điều 2 của Luật này đã chấm dứt tham gia bảo hiểm xã hội mà có đề nghị thì được hưởng bảo hiểm xã hội một lần nếu thuộc một trong các trường hợp sau đây:,"a) Đủ tuổi hưởng lương hưu mà chưa đủ 15 năm đóng bảo hiểm xã hội;
b) Người đang mắc một trong những bệnh ung thư, bại liệt, xơ gan mất bù, lao nặng, AIDS;
c) Người có mức suy giảm khả năng lao động từ 81% trở lên; người khuyết tật đặc biệt nặng;
d) Người lao động đủ điều kiện hưởng lương hưu theo quy định nhưng không tiếp tục cư trú tại Việt Nam;
đ) Người lao động khi chấm dứt hợp đồng lao động hoặc giấy phép lao động, chứng chỉ hành nghề, giấy phép hành nghề hết hiệu lực mà không được gia hạn.
3. Mức hưởng bảo hiểm xã hội một lần được tính theo số năm đã đóng và căn cứ đóng bảo hiểm xã hội nhưng không bao gồm số tiền ngân sách nhà nước hỗ trợ đóng bảo hiểm xã hội tự nguyện, cứ mỗi năm được tính như sau:
a) Bằng 1,5 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với năm đóng trước năm 2014.
Trường hợp có thời gian đóng bảo hiểm xã hội trước và sau năm 2014 mà thời gian đóng trước năm 2014 có tháng lẻ thì những tháng lẻ đó được chuyển sang giai đoạn đóng bảo hiểm xã hội từ năm 2014 trở đi để tính mức hưởng bảo hiểm xã hội một lần;
b) Bằng 02 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với năm đóng từ năm 2014 trở đi;
c) Trường hợp thời gian đóng bảo hiểm xã hội chưa đủ một năm thì mức hưởng bằng số tiền đã đóng nhưng không quá 02 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội.
4. Trường hợp quy định tại điểm c và điểm d khoản 1 Điều này thì mức hưởng bảo hiểm xã hội một lần được tính theo số năm đã đóng và căn cứ đóng bảo hiểm xã hội bao gồm số tiền ngân sách nhà nước hỗ trợ đóng bảo hiểm xã hội tự nguyện; việc tính mức hưởng mỗi năm thực hiện theo quy định tại các điểm a, b và c khoản 3 Điều này.
5. Thời điểm tính hưởng bảo hiểm xã hội một lần là thời điểm cơ quan bảo hiểm xã hội ban hành quyết định hưởng bảo hiểm xã hội một lần.
6. Trường hợp người lao động quy định tại các điểm b, c và d khoản 1 và các điểm b, c và đ khoản 2 Điều này vừa đủ điều kiện hưởng lương hưu vừa đủ điều kiện hưởng bảo hiểm xã hội một lần thì người lao động được lựa chọn hưởng lương hưu hằng tháng hoặc hưởng bảo hiểm xã hội một lần.
7. Chính phủ quy định chi tiết Điều này."
LuatBHXH2024.docx,luat - Điều 71. Bảo lưu thời gian đóng bảo hiểm xã hội,Điều 71. Bảo lưu thời gian đóng bảo hiểm xã hội,Người lao động khi nghỉ việc mà chưa đủ điều kiện để hưởng lương hưu theo quy định tại
LuatBHXH2024.docx,"luat - Điều 72. Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần","Điều 72. Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần","1. Người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định có toàn bộ thời gian đóng bảo hiểm xã hội theo chế độ tiền lương này thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của số năm đóng bảo hiểm xã hội trước khi nghỉ hưu như sau:
a) Bắt đầu tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 1995 thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của 05 năm cuối trước khi nghỉ hưu;
b) Bắt đầu tham gia bảo hiểm xã hội trong khoảng thời gian từ ngày 01 tháng 01 năm 1995 đến ngày 31 tháng 12 năm 2000 thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của 06 năm cuối trước khi nghỉ hưu;
c) Bắt đầu tham gia bảo hiểm xã hội trong khoảng thời gian từ ngày 01 tháng 01 năm 2001 đến ngày 31 tháng 12 năm 2006 thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của 08 năm cuối trước khi nghỉ hưu;
d) Bắt đầu tham gia bảo hiểm xã hội trong khoảng thời gian từ ngày 01 tháng 01 năm 2007 đến ngày 31 tháng 12 năm 2015 thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của 10 năm cuối trước khi nghỉ hưu;
đ) Bắt đầu tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2016 đến ngày 31 tháng 12 năm 2019 thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của 15 năm cuối trước khi nghỉ hưu;
e) Bắt đầu tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2020 đến ngày 31 tháng 12 năm 2024 thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của 20 năm cuối trước khi nghỉ hưu;
g) Bắt đầu tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2025 trở đi thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của toàn bộ thời gian đóng bảo hiểm xã hội.
2. Người lao động có toàn bộ thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do người sử dụng lao động quyết định thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của toàn bộ thời gian.
3. Người lao động vừa có thời gian đóng bảo hiểm xã hội thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định, vừa có thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do người sử dụng lao động quyết định thì tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội chung của các thời gian, trong đó thời gian đóng theo chế độ tiền lương do Nhà nước quy định được tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội theo quy định tại khoản 1 Điều này.
4. Chính phủ quy định chi tiết Điều này và quy định mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội đối với người lao động thực hiện chế độ tiền lương do Nhà nước quy định trong một số trường hợp đặc biệt."
LuatBHXH2024.docx,luat - Điều 73. Điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc,Điều 73. Điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc,1. Tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc để tính mức bình quân quy định tại
LuatBHXH2024.docx,luat - Điều 72 của Luật này của người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định được điều chỉnh như sau:,Điều 72 của Luật này của người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định được điều chỉnh như sau:,"a) Đối với người lao động bắt đầu tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 2016, được điều chỉnh theo mức tham chiếu tại thời điểm hưởng chế độ hưu trí;
b) Đối với người lao động bắt đầu tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2016 trở đi, được điều chỉnh như quy định tại khoản 2 Điều này.
2. Tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc để tính mức bình quân quy định tại"
